frame_idx,video_name,condition,t_preprocess_s,t_segment_s,t_metrics_s,t_io_s,t_visualize_s,t_crop_total_s,t_total_s,has_crop
0,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.12179641699185595,0.22000066700275056,37.44966962499893,0.00022720801644027233,19.52857679198496,3.833368583000265,61.15576558400062,True
1,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.1396220829919912,0.4283394160156604,33.95465141700697,0.00041274999966844916,26.391831707995152,4.145216749981046,65.06991308397846,True
2,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.1249146249901969,0.21297412499552593,36.600027625012444,0.00016950001008808613,21.2534445420024,4.345430291985394,62.538929041009396,True
3,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.14066691699554212,0.2125991249922663,39.55278012499912,0.00019150000298395753,29.101511749991914,4.708255957986694,73.7179347499914,True
4,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.1235637920035515,0.2106586660083849,37.21168683300493,0.00022204202832654119,24.061201249976875,4.806106332980562,66.41542958299397,True
5,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.14396399998804554,0.3097039580170531,35.01239845799864,0.00022537499899044633,28.265458167006727,3.637281000002986,67.37076129100751,True
6,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.12315945798764005,0.2424702919961419,37.1430189590028,0.00019741698633879423,23.521254749997752,5.122766833985224,66.15475570899434,True
7,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.14673920799396,0.2057751249813009,34.55726295802742,0.00020966699230484664,28.778132958017522,4.5297230840078555,68.2199026249873,True
8,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.12331654201261699,0.22648099999059923,35.7233421249839,0.00016504101222380996,23.349349833995802,4.530262791988207,63.95473812500131,True
9,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.1423275000124704,0.2116283749928698,36.650740874989424,0.0001833749993238598,28.294089750008425,5.193200208013877,70.49398562501301,True
10,Confluence_Single movie_30.03.2025_no mask_C5_2,wildtype,0.12395208299858496,0.24400987499393523,37.6854356249969,0.00021487500634975731,25.392112583998824,5.461426833004225,68.90952129100333,True
