frame_idx,video_name,condition,t_preprocess_s,t_segment_s,t_metrics_s,t_io_s,t_visualize_s,t_crop_total_s,t_total_s,has_crop
0,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.1248750830127392,0.21856099998694845,38.198015083995415,0.00018929201178252697,20.3651912920177,4.060461332992418,62.96904054097831,True
1,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.13496254201163538,0.20652545802295208,42.04066362499725,0.000228749995585531,24.96659045800334,4.01832658299827,71.36921087501105,True
2,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.12374187499517575,0.23622412502299994,39.195613416988635,0.00016520798089914024,20.40236845900654,4.088721875014016,64.04869037502795,True
3,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.14385070800199173,0.2702545000065584,40.32241041699308,0.00019208298181183636,26.052743791020475,4.402774750022218,71.1939315420168,True
4,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.12457787498715334,0.20839866599999368,39.31855170801282,0.00023616699036210775,22.262515292008175,4.986936790985055,66.90352708299179,True
5,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.15678129202569835,0.28953524999087676,37.79394891599077,0.00025641702814027667,24.653984624979785,4.908436124998843,67.80488195898943,True
6,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.12569524999707937,0.21110295798280276,39.51314100000309,0.00021224998636171222,22.253093709005043,5.197332083014771,67.30259220901644,True
7,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.14523537500645034,0.2004865419876296,37.725308583001606,0.00020166701870039105,25.592337707988918,5.468684499996016,69.13424474999192,True
8,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.12403891701251268,0.21686470898566768,39.29702487500617,0.00037724999128840864,20.414971749996766,5.210670917003881,65.26602295902558,True
9,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.1462095830065664,0.19098029099404812,39.43905783302034,0.0002290419943165034,25.114074333017925,5.876181415980682,70.7684339999978,True
10,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.12376970800687559,0.22745887501514517,39.32352470798651,0.0002159999858122319,19.970959416998085,3.9671418749785516,63.61510291698505,True
11,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.13800358399748802,0.2061797500064131,41.147088291996624,0.0002967909967992455,25.670800166990375,4.625856165977893,71.79022062500007,True
12,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.1242765839851927,0.26687158399727196,38.53984558299999,0.0001500830112490803,21.424295250006253,4.543452957994305,64.90072883298853,True
13,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.13981208400218748,0.22679329101811163,39.06335320798098,0.0002456250076647848,23.7346976249828,4.681928833015263,67.8486806669971,True
14,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.1312948749982752,0.2589641670056153,38.67002637500991,0.0002465419820509851,21.155487915995764,4.498270707990741,64.71642987499945,True
15,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.1434808339981828,0.2013826250040438,38.60649654199369,0.00025904198992066085,24.881010458018864,4.189097249996848,68.02353924998897,True
16,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.13031062501249835,0.1850222090142779,41.013598124991404,0.00019912500283680856,23.597608666983433,4.6158519169839565,69.54439054199611,True
17,Confluence_Single movie_30.03.2025_no mask_C2_3,wildtype,0.1545148339937441,1.8058586660190485,34.42890908298432,0.0002694999857340008,24.504146000021137,3.932410915993387,64.82803454200621,True
