frame_idx,video_name,condition,t_preprocess_s,t_segment_s,t_metrics_s,t_io_s,t_visualize_s,t_crop_total_s,t_total_s,has_crop
0,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.12310745901777409,0.22287383300135843,39.46063370801858,0.0001589170133229345,18.557782957999734,3.406593333987985,61.773206667014165,True
1,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1445227500225883,0.1917020829860121,39.447362875012914,0.00018300002557225525,19.484416082996177,3.6843525420117658,62.954385542019736,True
2,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.12364375000470318,0.221816541015869,39.358148166997125,0.00019975000759586692,17.10332270798972,3.7139214579947293,60.52301345899468,True
3,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1509409999998752,0.1892695409769658,41.165309167001396,0.000196540990145877,21.29812520800624,4.432186916004866,67.23792979097925,True
4,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.12375183400581591,0.21642762501141988,39.09110849999706,0.0001951669983100146,18.993096749996766,3.873048874986125,62.29949787500664,True
5,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14947912498610094,0.21880674999556504,38.54351429201779,0.00021649998961947858,21.45568870799616,3.73909237497719,64.10862749998341,True
6,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1233612920041196,0.21619020798243582,38.8705324580078,0.0001833749993238598,19.172103874996537,4.953822333016433,63.338105416012695,True
7,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14411133399698883,0.1987323329958599,38.533820207987446,0.00022566699772141874,22.32992208300857,4.3085475830012,65.51740266699926,True
8,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.12296858400804922,0.24139420900610276,38.88493608299177,0.00018350000027567148,19.622413041011896,4.636394458007999,63.510195917013334,True
9,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14619220898021013,0.19928974998765625,38.16188454197254,0.00019887500093318522,22.89814233299694,4.498309999995399,65.90585120799369,True
10,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.12323179101804271,0.2346110829967074,39.63586704101181,0.0001984999980777502,20.720834792009555,4.465320332994452,65.1821818750177,True
11,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14561054098885506,0.20458887499989942,37.137266292003915,0.00020158299594186246,25.690690334013198,5.115966584009584,68.29634449997684,True
12,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.12315004199626856,0.2980375000042841,38.58103345800191,0.0001895420136861503,19.016961916990113,4.329741207999177,62.350929750013165,True
13,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1474094589939341,0.2310488329967484,38.816568292008014,0.0002243329945486039,25.860209833015688,6.08128745900467,71.13852458400652,True
14,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.12417954197735526,0.2541825410153251,38.4839617079997,0.0001917080080602318,21.314899332995992,4.469779499981087,64.64907754198066,True
15,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1476302079972811,0.225022541009821,37.253640165989054,0.0002102079743053764,24.92214525002055,3.919838541012723,66.47047387500061,True
16,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14168566701118834,0.19610170798841864,35.37861970800441,0.0002612080133985728,23.903885125007946,3.899398417008342,63.52212404200691,True
17,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1566574159951415,0.19080250000115484,32.10718908402487,0.00025125002139247954,24.411105250008404,4.286847207986284,61.1552252919937,True
18,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14750262501183897,0.2235438339994289,35.09225425001932,0.0003415000101085752,24.27113345800899,4.73158945798059,64.47443791700061,True
19,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14883666599052958,0.19663391599897295,30.837772958009737,0.0036812500038649887,27.42629258398665,4.814037999982247,63.4339383750048,True
20,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14857162500265986,0.21568299998762086,39.55274291700334,0.00018699999782256782,27.394894416996976,4.526120583002921,71.8401917500014,True
21,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14309366699308157,0.2072866249945946,35.59221154099214,0.00020187499467283487,25.835302874998888,4.245999250008026,66.0260356249928,True
22,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14857070799916983,0.284845124988351,37.53497291600797,0.00020699997548945248,25.205083917011507,4.816124915989349,67.99162720801542,True
23,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14736662499490194,0.20522175001678988,32.47564137500012,0.00037566700484603643,29.55522079099319,5.23105241698795,67.61738012501155,True
24,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14508137499797158,0.19649241701699793,37.4717909579922,0.00024695901083759964,28.944565167010296,5.409121917007724,72.16933991701808,True
25,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14602908300003037,0.26296512500266545,34.86640570801683,0.0002738750190474093,30.15892404099577,5.193746083008591,70.63068662502337,True
26,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14901804199325852,0.1919794169953093,35.67499008399318,0.0002546250179875642,30.981964832986705,5.4542103330022655,72.45437133300584,True
27,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1478634169907309,0.25770495799952187,32.2973717910063,0.0002644999767653644,31.787440665997565,6.440522791992407,70.93346949998522,True
28,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.15845408299355768,0.283436708006775,34.90416274999734,0.00021841700072400272,34.714185416989494,7.579906333005056,77.64234045901685,True
29,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.17097979100071825,0.3363217909936793,31.28906358301174,0.00022520797210745513,35.8984692080121,6.372682583983988,74.06982904099277,True
30,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.17270429199561477,0.29835595801705495,33.77555599997868,0.00023683300241827965,34.063773125002626,7.3176128329942,75.6302257089992,True
31,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1475228750205133,0.21945054098614492,32.63635825001984,0.0002205829950980842,36.38469387500663,6.087625207990641,75.47777237501577,True
32,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14800724998349324,0.1902476669929456,27.551808334013913,5.654201959259808e-05,37.11963116598781,5.681329791987082,70.69175558298593,True
33,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.1463801249919925,0.1997667909890879,27.177930499979993,4.7792011173442006e-05,40.2143750829855,5.385596084001008,73.12475966700003,True
34,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.13976979200378992,0.2128782079962548,29.111802125000395,6.229101563803852e-05,37.23322912500589,5.699335333018098,72.39795645800768,True
35,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.14797529199859127,0.21290204100660048,27.788127708015963,4.4042011722922325e-05,40.850117666006554,5.369397625006968,74.36919075000333,True
36,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.13908870797604322,0.2035059170157183,33.44320029197843,0.0002480830007698387,39.481078417011304,6.266235291026533,79.53582499999902,True
37,Confluence_Single movie_30.03.2025_no mask_G4_2,mutant,0.15129833298851736,0.20387712499359623,29.75389145797817,0.00011504199937917292,41.46416595799383,5.947574166988488,77.52203912500408,True
